content,score
'몰입하면서 보게 되는 그런 영화. 잔인하지만 슬픈 사랑 이야기.',10
'그다지요 추천하지않습니더ㅡ',2
'이게 진심으로 재밌음? 나 어이없어서 웃다 나왔는뎈ㅋㅋㅋ',1
'티모시는 전작이 기억이 안날정도로작품 흡입력이 엄청나네:;기대이상으로 몰입도가 좋았고잔잔하지만 내마음에 요동치는..',10
'기대 안하고 봤는데 ... 존잼 ',10
'공산당과는 상종하는거아님',1
'일단 유오성 좋아요 장혁 좋아요 다 좋아요.일단. 돈 내고는 보지마세요',10
'아 존나재밌다짐짜…………하 ….. 너무 울어서 앞이 안보임우타야… 우타야….샹크스 딸 우타 맞음 반박시 검은수염. 이 영화 보고도 우타 싫어하면 싸이코패스 붐따 ',10
'소설을 안보고 영화로 처음 봤지만 남잔데 울었다',10
'',10
'팩트와 픽션의 적절한 조화 및 연출력이 상당하네요!솔직히 기대 안하고 봤는데 기대 이상이였습니다배우들의 연기는 말해뭐해구요혹시 안보신 분 있으면 삼전도굴욕 얘기만 이해하시고 보면 재밌을것같습니다',10
'',10
'어설픈 추리물로 돌아가기엔 늦었다. 그냥 이런식으로 코난을 액션배우로 성장시키는 것이 좋다..',9
'아쉬워~ 범죄도시로 만나요 마블리ㅜㅜ',6
'쇼생크탈출을 백만스물한번째 보는중임.. 그래도 재미있음',10
'시간가는줄모르고 너무 재밋게 봤어요~~~ 추천!!합니다. ',10
'진짜 재밋다 심장이 두근두근햇음',9
'이게코난이지  탐정만화 분위기를 잘살렸고 그림체까지완벽',10
'천주교신자는 아니지만 김대건 신부님을 존경하게 만드는 영화였다. 그리고 모든 배우들이 다들 연기를  정말 잘하신다~~',10
'넘넌ㄴ너너너ㅓ누무무ㅜ뭄 재밋어요',10
'아 올해 내 인생 국내영화 탑',10
'에로를 기대하면 오산 생고기 사랑 영화',4
'액션 영화답게 액션하난 지렸습니다 장혁 최고네요 ㅋㅋ 다음시리즈 나왔으면 좋겠어요 아저씨나 존윅같은 영화 다 찾아봐서 또 없나 기다렸는데 나와서 너무 좋았음 ',10
'너무재밌당ㅠㅠ넘 영화 잘 만들었어엉요용',10
'좀 지루해도 볼만함',9
'기대안하고 봤는데 띵작임배우들 연기는 물론 스토리도 탄탄함',10
'종교영화의 장단점을 모두 가진 영화',6
'주체성을 잃지 말자. 삶은 내 스스로 개척하는 것',10
'액션이나 스토리 몰입도 좋았어요 ',10
'훈련소에서 들었던 정신교육이 더 재밌었습니다.',1
'스토리 깔끔하니 너무 잘만들었어요.연기도 잘하고 수출해도 되겠어요',10
'전개의 감속과 희화화가 부담보다는 풍부함과 안정감을 주었다.',8
'진짜 오랜만에 보는 웰메이드 historical fantasy다. 진짜 잘만듦. 와..역시 연기력 낭비 없다는 평가는 이런 영화를 두고 하는 말이지',10
'초반은 좀 스토리가 질질 끌어서 몰입감이 떨어져 집중못했는데 중반주에서 후반부 넘어갈수록 눈을 뗄수없었습니다 너무 재밌게봤아요 배우들 연기도 너무 좋았구 스토리도 너무 감명깊었습니다 ',10
'이야기 전개의 의외성 같은건 좋았는데 액션이 뒤로 갈수록 보기 힘든 수준이 되는 게 많이 아쉬웠습니다. 1편보다는 재밌었어요.',6
'기대안하고 보면 재밌어요 코드잘맞아서 소소하게 재밌었습니다',10
'대사와 연기로 유치함을 달랜다.',7
'류준열 배우님 연기력 좋았어요.추천합니다',10
'최고의 슈퍼맨 영화다.',10
'파격적인 시도였지만 개인적으로 좋았음',10
"'유시윤씨 연기가 좋았습니다 천주교 아니신 분들은 조금 지루할 수 있어요,,,'",1
'영상미가 좋아 지금 계절에 보기 좋네요.갈등도 있지만 그 안에서 현실적으로 풀어나가 결국 진정한 가족으로 거듭나는 내용도 좋았습니다',10
'정말 감동적이네요! 편안하게 신앙생활하고 있는 지금이순간이 목숨을 걸고 신앙을 지켜낸 분들의 희생이 있기에 가능했다는 것을 알고나니 가슴이 뭉클하네요',10
'진짜 오랜만에 재밌는 영화 봤네요근데 조금 무서울 수도 있어요배우분들 연기를 너무 잘하십니다ㅜㅜ',10
'최악..간만에 보다가 나갔음 ',1
'매우 지루함. 잔인하다길래 봤는데 잔인한 장면은 한번밖에 안나옴 ',2
"'재밌어요유해진,류준열 외 모든 배우 연기와  연출 모두 좋습니다 '",10
'너무 재밋는데요 류준열 연기 무슨일',10
'시간가는줄 몰랐습니다. 꼭 보세요~(혼자당할순 없다....)',10
'나도 모르게 집중해서 보게만드는 매력이 있었다',10
'진짜 시간 아까웠어요 .. 마동석 보는 재미로만 보고 증말루 .. 노잼',2
'지루한 감정선.. 80년대 영환줄...',2
'초반은 그냥 그랬는데 중반이후 몰아치네요배우들 연기가 진짜!! 연기에 감동받습니다',8
'지금까지 영화를 보면서 메세지를 대놓고 강조하는 영화는 첨봄',2
'이종석 복수 포인트 서사 부족 ㄴㅈ',2
'덜덜드드니드드노드트기기',10
'진짜 미친 연기였다… 와…. 너무 재밌었음 강추  류준열의 봉사연기가 정말 너무 대단했음…. 세자가 죽는 순간의 연출은 정말 위대했다… ㅠㅠㅠㅠ 올 해 본 영화 중 최고 ㅠㅠ 너무 좋아요ㅠㅠㅠ 꼭 남우주연상 받으세요ㅠㅠ',10
'원손은 대길이랑 송태하가 구해줬잖아',10
'상영시간 내내 벅참과 감동 그리고 눈물의 연속이였습니다. 다만 스토리 전개에 있어서 편집을 너무 많이 했다는 생각이 들었습니다. 상영시간의 제한이 있으니 어쩔수 없으셨겠지만 다소 아쉬웠습니다. 그래도 잘 보았습니다.',8
'마동석은 사실 범죄도시말고는 주인공안되지 코믹연기를못해 재미드럽게없네',1
'',10
'지루함의 대여정몰입감도 없고 깊이도 감동도 없는 겉은 그럴듯하지만 속은 비어있는 영화',6
'기존 저스티스 리그 넷플서 보고 우연히 시리온에 있어서 바로 봤는데 아예 다른영화..기존꺼 보고 나서 바로 본 거라 추가장면과 변경된 장면 보고 소름',10
'평범할 수 없는 별종들의 운명',8
'그냥 말로설명 ...못할정도...꼭봐야하는 영화..',10
'항마력 딸리고 작화는 최악그리고 설정붕괴 에바임',1
'윤시윤 배우의 열정적인 열연을 펼친 대작!',9
'감상포인트 없음. 싸구려 드립쇼 그 자체구요.어이없는 BGM.. 몰입이 안됩니다 아예..개연성 분위기 연기 다 ... 그냥 제발 보지마세요.. 제발요.. 올빼미는 재밌게본 영화입니다. 혹시 다른 사람 얘기를 잘 안믿는 분이시라면.. 그럼 영화를 보시고 감상평을 남기세요.',1
'사촌 동생이 뽀로로 광팬이라 포인트 사용할 겸 같이 가줬는데 애가 팝콘도 안 먹고 집중해서 봤음,10
'유치뽕짝이네. 진짜.',2
'간만에 다회차 달린 영화. 평점이 낮은게 이해가 안되네요. 다만 잠수함이라는 것이 꽤나 생소한 소재라서 여러 단어들에 주석을 달아줬다면 더 즐길 수 있었을걸 싶습니다. 각본이 꼭 발매됐음 좋겠어요.',10
'요소가 많지만 복잡하지는 않다',10
'재미있어요~ 감동적입니다.',10
'간만에 넷플릭스에서 꿀잼',8
'동생들이랑 보러갔는데,10
'레전드내 인생 최대 영화 …진심 한번 더 보고싶다 ',10
'',10
'B급인척하는 거대한 병맛 스토리.. 눈이 아플정도로 화면은 자주 바뀌지만 지루하고 답답함의 연속.. 연기력과 제작비가 아까울정도.. B급영화를 좋아하지만 이건 선을 넘었다. 입소문? 호불호? 풉ㅋㅋㅋ 걱정ㄴㄴㄴ 그냥 재미 자체가없는 영화니 이제 블로그리뷰 마케팅에 목숨걸겠네... ',1
'',10
'영화가 끝나는 순간까지 긴장하며 시간가는 줄 모르고 관람하였습니다.',10
'오동민님 너무 불쌍하게 나와ㅠㅋ 윗집커플때문에 사건에 휘말리고 웃기게 만들고ㅋㅋ',6
'조카랑 같이 봤는데 재미있어 하네요~',10
'오랫만에 극장에 갔어요유해진씨와 류준열씨가 함께 한다니 그것만으로 기대가 컸어요역시나 재미있게 봤고다소 무서웠어요섬세한 연출도 굿~~~',10
'DP보다 재미있게 보았다',9
'이런 영환줄 알았으면 안 봤다. 끔찍한 장면보다 영화 전면에 흐르는 살육의 욕망이 느껴져서 불편했다. 사랑과 살육을 연결시키다니... 불편해도 구아디아노의 연출력만큼은 놀랍다.',7
'뻔한 얘기. 굳이 안봐도됨',1
'',10
'삼류 드라마보다 못한 전개',1
'만들다만 영화같음억지웃음 막장스토리최악',2
'긴장감 있는 전개 스토리도 탄탄 배우들 연기까지 모두 좋았다 사극이 재밌어지는 영화다',8
'류준열 배우의 진면목을 보았습니다. 연기를 잘하는 배우네요. 현대극보다 사극이 더 나은듯. 유혜진의 왕의 역할 도무지 그림이 그려지지 않았으나 그런대로..세자의 품성과 이미지와 선함이 기억에 남습니다. 스토리가 탄탄해 모처럼 몰입해서 봤내요. 추천합니다. ',10
'보고 난 후 내가 이 영화를 왜 봤지 후회된 영화다 욕과 말장난뿐',2
'말해 뭐해? 올해 본 한국 영화 중 원탑이었다',10
'여자친구랑 봤어용 잼밋서용영원한 곤 졸대 옷어',10
'장쯔이의 아름다움과 매력이 충분히 발산된 영화',8
'전작보다 스케일이 엄청납니다.. 다만 그 스케일이 눈부시게 커져서,7
'',10
'멋진 소재 였는데 조금 더 섬세한 것이 필요했다',7
'화려한데 잘 모르겠네요',2
'인간은 꿈을 먹고 사는 존재',7
'오~긴장긴장.재밌네요.',10
'아무런 고민 없이 캐릭터 대략 설정하고,4
'미소는 모두에게 눈 또는 겨울같은 존재인 것임 좋아하는 사람도 있고 싫어하는 사람도 있고 싫었던 사람도 지나고보니 추억할 수 있는... ',10
'대학교때 본 영화,10
'인간의 본성에 대한 있을법한 스토리였지만 실화 바탕 영화라 그런지 몰입감이 더 좋은..',8
'재밌게 봤어요 손에 땀나고 좋았습니다',10
'이시영이 멋있음 단 여튼 그래도 찝찌입함',8
'사극에 비추어 현재의 대한민국을 바라보는 탁월한 시선. 예상하기 힘든 진행과 주인공의 과감한 선택도 인상깊다. 우리 모두가 보았고 우리 모두가 들었다,10
'평점이 너무 높은것같아 1점드림 일단 자신이 요즘 너무 힘들다,1
'이렇게까지 해주는 게 진짜 사랑이구나..',8
'',10
'세상을 살아가는 모든 김씨들에게 전하는 가슴 속 깊은 대화',9
'이..이게 뭐노',6
'그냥 웃으면서 볼 수 있는 영화 입니다.웃음코드가 맞으면 잼있어요 ㅎ',10
'예전에 나온 작품의 후속작이네요. 알고 보면 더 좋은 것 같아요~ 친척 동생이랑 재밌게 잘 봤습니다. ',10
'이순신 연기 너무 못하고 와키자카는 일본어가 너무 못함. 불멸의 이순신 김명민 배우님이 더욱 생각난다.',3
'더 이상 바랄 것이 없는 최고의 작품',9
'학교때 주먹짱을 먹었던 압구정 토박이 대국(마동석)이가 주먹과 현란한 말솜씨로  압구정 일대를 누비며 무일푼 성형 사업에 뛰어드는 이야기로  코믹 영화가 그렇듯이 심심할때 시간 때우기로 딱',7
'유해진씨 연기에 정말 놀랬다.찐배우!!',10
'태생적으로 자X 가 있고 보X 가 있으니 인간은 가끔 본능적으로 실수를 하게 된다. ',10
'ㅋㅋㅋㅋ 뭐지? 독립영화 뭐 이런건가 하고 봤는데 연기도 잘하시고 내용도 재밌고.. ㅋㅋㅋ 재밌는데요? ',8
'배우들의 연기가 미쳤다... 그 외엔 너무 비현실적이라 그냥 판타지물을 보 듯 생각없이 봤다. 마법만 안 썼다지 전우치급.',6
'삶과 죽음 인생에 대해 생각해 보게 됩니다',6
'태생적으로 자X 가 있고 보X 가 있으니 인간은 가끔 본능적으로 실수를 하게 된다. ',10
'OST와 함께 신나고 감동적인 알라딘과 자스민의 이야기',9
'여균동 감독이 오랜만에 좋은 영화로 돌아왔다',7
'약간 예상한 결말이긴 한데 연기 좋고 재밌었음',7
'곱씹으면서 보다가 진짜로 곱씹게 되는 영화.',8
'보지마요걍보지마ㅜ보지마',4
'B급의 거대한 병맛 스토리.. 눈이 아플정도로 화면은 자주 바뀌지만 지루하고 답답함의 연속.. 연기력과 제작비가 아까울정도.. B급영화를 좋아하지만 이건 선을 넘었다. 입소문? 호불호? 풉ㅋㅋㅋ 걱정ㄴㄴㄴ 그냥 재미 자체가없는 영화니 이제 블로그리뷰 마케팅에 목숨걸겠네... ',1
'반전에 반전이 놀라웠어요',10
'씨네21 박평시기가 조용하니까 이용처리가 엄청나게 날 뛰는구나. 일단 당연히 여성 연출 작품일줄 알았는데 남자감독이었네. 작품을 통한 메세지 하나는 확실하다. 대한민국은 헬조선임이 분명하다.',4
'마지막 장면이 아직도 잊혀지지 않아요. 그 어쩔수 없는 그들이 너무 불쌍해서 엔딩크레딧 올라가는 내내 펑펑 울었어요. 그토록 원하는 평범함인데 그들에겐 왜이렇게 힘들까요?',9
'전율을 느낌 영화였어요',10
'이걸 7점주는 평론가나 8점주는 관객이나미쳐돌아가는군.... 딱 ott용 이란걸 기억해라',2
'즐겁고 가벼운 마음으로 재미 있게 보라고 만든 영화라 즐겁게 보면됨~배우분들 연기도 좋고 연출도 좋은데이런 즐거움을 더 즐기고 싶은데호흡이 긴 시리즈로 가면 더 좋겠다라는 생각~개그 포인트 취저 재미 있음 전우치 타짜 처럼 언제든지 다시봐도 재미 있을 영화다!!',10
'뮤지컬 내용보다는 주인공 때문에 보는거죠그럭저럭 볼만했어요 지니강이도 열심히 준비해서 뮤지컬 찍은것같더라구요뮤지컬처럼 현장감은 없지만 잘봤네요',8
'재밋을수 있는 스토리를 괜찮은 ost 로 대충 버무려 멋만 부린 느낌.. 결론 싱거운 라면 먹은 느낌의 영화 돈 아깝고 시간은 더 아까운 ',4
'감정도 노래,3
'마지막에 너무 통쾌했어요 ㅋㅋ류준열배우님,10
'이 영화 진짜 재미있는데 또 볼 수 있는 방법 없나요',10
'',10
'엣... 이게... 원피스...?',5
'사극류 많이 안좋아해서 기대 안했는게 존잼입니다',10
'사랑이 무엇인지 다시 고민해 보게 만드는 아주 재미있는 영화',10
'동석이행님 영화가 장난입니까 ㅠㅠ 영화그만찍으시죠',2
'채드윅보스만의 빈자리가 이리도 크다니... next generation이었는데... 슈리의 대체는 슈퍼카로 다니던 길을 자전거로 다니는 느낌이라... 네이머의 세계관은 마음에 드나 네이머가 생각보다 강하지 않... 마블시리즈 중에 다음 시리즈가 궁금하지 않은 시리즈로 전락했어요. 그래도 보스만의 추모방식이나 세계관은 괜찮습니다. ',6
'오랜만에 스릴있는 영화였어요. 연기는 말해 뭐해고 연출도 좋았어요. 중반부 그 호러씬은 진짜 미쳣음',10
'',10
'와칸다 후기가 안좋아서 걱정했는데 생각보다 재밌었어요액션씬이 많지 않긴하지만 수중 영상미가 정말 이쁘고노래 ost들도 하나같이 좋았어요~',10
'동석이형이 새로운 캐릭을 맡은것같아 한번 봤습니다ㅋㅋ 뭐 어울리긴하네요 ㅋㅋ 배우분들 연기력도 좋았구요. 근데 요즘 보고있는 모 케이블사 드라마도 그렇고 뭔가 지금시대를 알고있는상태에서,4
'블랙 팬서를 잘 보내고 잘 맞이하는 방법',8
'만족스러웠습니다 재밌습니다',5
'유해진님의 또다른진솔한연기에감동!!왕의또다른표현!♡류준렬님의눈빛연기가매료되었습니다',10
'정말 내가 하고싶은일을 대신해준듯한 영화우리는 잊지말아야 합니다 그리고 언젠간 깨끗이 청산해야합니다!!!',10
'재밌어요 추천해요 짱!!',10
'오랬만에 볼만한영화를 봤습니다.',10
'유해진과 류준열의 연기력이 돋보이는 영화 .. 기대안했는데 정말 재밌었음 !! 심장 쫄리게 재밌게 봤네요 ',10
'정성이 느껴지는 영화입니다. 천주교 역사뿐만 아니라 우리 근현대사를 되돌아보게 만드네요.',9
'',10
'저 진짜 이런리뷰 안쓰고 한국 영화도 진짜 엄청나게 재밌는거다!! 라고 할때만 보고 봐도 쏘쏘 느낌이 대부분이었는데 진짜 뻔하지 않았던 한국 영화...연출에 연기력에 몰입도 최강 진짜 5개정도 꼽을수있는 데 ... 한국영화중 저는 올빼미가 최고 입니다.!!신랑은 잤어요.; 케바케인걸로..',10
'디씨가 왠일로?!',8
'원작에 비해 아쉬운 영화',6
'다 의미 없단 것들 속에서 미처 놓친 의미 있는 것을 찾게 해주는 영화',9
'잘봤습니다.',6
'잘봤습니다.',6
'나쁘진않지만 재밌지도않은',6
'조카들 연말 선물로 다녀왔는데 제가 보기에도 재밌더라구요 ㅋㅋㅋ 노래도 좋아서 아직 흥얼거리는 중',10
'스토리도 재밌고 연출도 좋네요',8
'올해본거중에 제일별로..',4
'티모시 존잘 하지만 영화는 쏘쏘',6
'환상적인 환상영화',10
'10년주기로 다시보는데 10년이 지날수록 느낌이 다르다. 20대초 1편을 넘기지 못한 졸음에 미뤄두고 30대에들어서서 3편을 곧장보게되었고 40대에 와서 다시보니 진한 남자의 향기가 여운에 남는다. ',10
'생각보다 볼만합니다.',8
'엥 보고 눈물 주룩주룩 넘 좋았어요 평점 실화!?! 잘보고갑니다!!!!',10
'영상미랑 ost가 정말 여운이 많이 남아요~ 근데 오히려 주인공보다 빌런이 더 매력적인 느낌…',9
'주말에 봤는데 진짜 올해 국내영화 레전드라고 생각한다. 유해진은 생각보다 왕 역할이 엄청 잘어울린다',10
'7-1=07명이서 영원해줬으면좋겠다',10
'연기자 본인들도 존나 어이없을듯 ㅋㅋㅋㅋ 시나리오가 개얼탱이임',2
'항상 젊으면 일어나는 재앙. 자연의 순리에 맞게 나이든다는 것이 바람직하다는 것을 느끼게 돼요~~',10
'역시 믿고 보는 조합! 소재도 신선하고 스토리도 되게 알차서 재밌게 봤습니다',10
'컴퓨터 화면을 따라가다보면 눈이 다소 피곤한 감이 있다. 마지막 반전의 개연성이 좀 아쉽다는 거만 빼면 나쁘지 않다.',6
'가볍게 보기 좋음 ㅋㅋㅋㅋ 마동석은 이제 믿고 보게 되는 듯',10
'최근에 본 영화 중에 제일 재밌어요아역까지 연기 구멍 없이 숨막히는 궁중스릴러입니다이것만큼은 꼭 극장에서 보시길 바래요맨날 아이패드로 ott 영화만 보다가 영화관 가서 보니까 사운드랑 영상에 압도당함나까지 숨막힘숨 참고 봄 진짜 재밌어요부모님이랑 다시 볼 의향도 있습니다',10
'도저히 이를수없는 프레데터 1,10
'2편이 기대되는 영화입니다',10
'마블리 보러 갔다가 정경호에 입덕하고 온 영화 ㅋㅋㅋ 연말에 가볍게 보기 좋아요',10
'역시 원작이 더 쫄깃한 맛은 있다. 하지만 원작을 모르고 본다면 리메이크작도 나쁘지는 않다.',8
"'올해 본 영화 중에 역대급진짜 주변친구들한테 꼭 봐야한다고 말하고 다녀요……,,",10
'저 당시의 홍콩영화에는 뭔가모를 낭만이 있단 말이지.. 넘 좋아♡',10
'토론거리가 될 수 있을까? 걱정되는 주제에  관해 6학년 아이들의 시각에서 나오는 진솔하고도 따뜻항셔 냉철한 의견을 들으면서 눈물이 났다그리고 참 좋은 선생님들...',10
'아직 개봉관 안 내렸고 상영중인 극장이 꽤 많은데 이 영화를 극장에서 못본게 한이라는 사람들은 도대체 뭐지???',10
'내려가기 전에 또 봐야함',10
'아동 영화라 지루하게 볼 줄 알았는데 생각보다 재밌고 이뻐서 잘봤습니당 물론 아이도 잘봄',10
'이게 나라냐  이게 영화냐',1
'넷플에 올라봐서 봤는데 해전 연출이 좋아서 몰입해서본듯 ',10
'상남자라 짧게 쓰겠습니다.   눈물 나왔음.. ',10
'몇일을 생각나게하고 침의가 너무 무서워졌어요...계속 생각나요ㅠㅠ',10
'',10
'편하게,10
'연기도 좋고 스토리도 흥미로워요',10
'종교 천주교입니다 그치만 이 영화는 너무 재미가 없어요. 재미도 없고 감동도 없고 도대체 왜 만든 영화일까요?',1
'코로나..  코로나만 생각나네요',10
'코미디인데 피식하는정도가 다임 재미없음',2
'빵 터지는 유머는 없지만,7
'너무 급박하게 지나치는,5
'',10
'아쉬운점도 있었지만 그럭저럭 팝콘무비로 볼만합니다',6
'조카들 데리고 갔는데 너무 좋아하네요~ 어른이 봐도 재밌어요!',10
'',10
'잔잔하게 시작하지만,8
'기대안하고 봐서 그런가..? 너무 재미있었다... 초반엔 쫌 지루?할수 있겠지만 보면 볼수록 긴장감이 장난 아닙니다. 결말까지 깔끔하다.. 매우 만족',9
'',6
'',10
'뽀로로가 옛날 뽀로로에요애들이 옷을 안입고있어요',8
'킬링 타임용으론 괜찮고 스토리도 꽤나 흥미로운데....제가 꽉 막힌건지 몰라도 전체적으로 성에 관련된 이아기라 그런지 15세 이상이 아닌거 같습니다...친구들이랑 보러 갔다가 보는 내내 어머 거리면서 눈 가리고 본 거 같아요 그런 장면은 없지만 말로써 묘사해줍니다... (찐친 아님 보러가기 힘듦!!)어색해지고 싶은 친구가 있다면 같이 보시길 바랍니다.',8
'재밌고 지루하지않는 영화였다 화장실도못가게 집중시키는영화였음',10
'엇갈림에서 오는 답답함과 극적임.. 극적임을 너무 살리려고 설정을 극한으로 밀어붙였는데,6
'비중을 너무 고르게 주려다보니 이런 대참사가..',4
'이런 영화를 만드는 이유가 뭡니까?',1
'볼 만 했어요',6
'생각보다 실사화를 잘한 영화다 주변에서 훌쩍 거리는 소리가 자주 들렸다',8
'진짜 잘봤음 연기가 아주 그냥 최고야',10
'연말에 가족끼리 보기 좋음',8
'친일파로 살았고,8
'1998년도 영화라니 와우 뭐볼까 고민하면서 별점 검색 그만하고 얼른 플레이 해라 얘들아 지린다 이영화 하긴 이때 윌스미스나온다 하면 전부 대박이었지',10
'뭐가 재밌다는 건지…; 진심인가…??',2
'이거 보고난후 코로냐 사기 백신 맞은거처럼 몸이 아팠다 위에 감상포인트에 영상미란 단어도 있는데 그냥 이건 최악의 영상이다 그냥 유튜브에 있는 바다 풍경 보여주는게 훨씬 좋을정도다',1
'월드컵에 열광해서 뜨겁게 좋고 함께 울어줄 영화로 연말 또즐겁다 굿 ',10
'약간 졸릴때 봤었는데 단한순간도 지루함이 없었어요! ',10
'연출과 연기는 좋은 부분이 있었으나 마지막 부분은 너무 지나치다고 생각되어 아쉬움이 남습니다',7
'오늘부터 김래원에 대한 지지를 철회한다. 오늘부터 지지관계에서 벗어나 김래원과 나는 한 몸이 된다. 김래원에 대한 공격은 나에 대한 공격으로 간주한다.세상에 70억명의 김래원팬이 있다면,10
'내일의 히노도 내가 즐겁게 해줄게기록과 기억이 가슴에 새겨진 아름다운청춘사랑  이야기  원작 보고 가시길!!',8
"'조이현,,",5
'영화 진짜 잘만들었네요...배우들 연기도 좋아요',10
'마동석 배우님 나와서 기대했는데 생각보다 넘 유치하고 지루해서 중간에 잠들었어요ㅠㅠ 최근에  본 영화 올빼미가 10배는 더 재밌었어요. 아쉽네요ㅜㅜ',5
'윤시윤 배우님을 비롯 많은 배우분들의 진정성 있는 연기가 좋았다. 한국 최초의 신부로만 알던 김대건 신부의 일대기를 통해 그분에 대해 몰랐던 다른 면모를 볼 수 있어 뜻깊었고 글로만 배웠던 당시 조선후기 격동의 세계 정세에 대해 더 잘 이해하게 되어 두시간 반이 전혀 지루하지 않았다. ',10
'나라를 위해 희생한 이순신장군과 의병들의 헌신에 감동',10
'아쉬운 점은 확실히 있지만 진짜 원피스 팬이라면 놓치지 않는게 좋다.',9
'앞으로 꾸정~ 뒤로 꾸정~',4
'기대없이 봤다가 만족하고 나옴. 보는동안 심장이 쫄깃쫄깃 하네요. 배우들 연기도 넘 좋음',10
'딸기잼이 바닥났다. 병속이 텅~비었다. 그렇다. 노잼이란 얘기다.',2
"'중반부터 몰입감이 장난 아니었어요 최근 몇년간 본 영화 중에 가장이였다고 할 정도,",10
'어릴때 진짜많이 봤었는데 성인되고나서 보니까 또 새롭고 재미있다.. 가위손같은 어른동화를 참 잘만드는 조니뎁+팀버튼 조합 조금 기괴한건 맞지만 이런게 잘만든 판타지영화지..',8
'연기 내용 다 좋음.추천',10
'학창 시절 역사를 처음 배웠을 당시에 지금 대부분의 친일파 후손들은 과거 역사적인 처벌을 교묘히 피해 대대손손 잘 살고 있을 정도의 부귀영화를 누리며 살고 있다 하였고,7
'배우 한명도 빠짐없이 연기를 너무 잘해서 몰입이 너무 잘 되고 좋았다',10
'마동석 나오니까 본 영화 ,6
'여진구님의 연기와 잔잔한 스토리가 인상적입니다. 기대 이상으로 즐겁게 잘 봤어요! 연인끼리 보기 좋은 것 같아요!!',10
'6살 조카가 팝콘먹으면서 몰입해서 잘보내요.  마지막 춤까지 추고 좋은 시간 보냇습니다.  ',10
'메뚜기도 한 철 물 들어 올 때 노 저으라지만 이건 좀 아니지 않냐?',1
'가족 하고 같이 봤는데 저는 재밌게 봐서 좋았고 부모님랑 같이 봐서 더 재밌있었습니다.',10
'재미게 잘 봤습니다 ㅎㅎ',4
'지루하고 안타까운 리메이크 였음',4
'                                       하알말이없다아아아아',1
'연기 스토리 세트디테일 전부  별로',4
'감사합니다 사랑합니다^^외국어 대사가 생각보다 많았던 영화 그 시대 그 아픔 그 마음들을 다시 떠오려보고 생각해보게 되었네요 죽음도 두려워하지 않았던 그분들의 마음....대단한 신부님...순교하신분들ㅠ ',8
'재밌게 잘 봤어요. 욕만 줄이면 좋을것 같아요. 전반적으로 잘 봤습니다',10
'나도 모르게 눈물이 흐르고 있었다. 그만큼 내용의 흐름이 끊기지 않을 만큼,10
'뭔 내용인지도 모르겠고 ',6
'잘 웃다가 나왔습니다 찰떡캐스팅 굿',7
'감동도 없고 역사 바로알기 영상물 같음',3
'아캄나이트 아즈라엘과 동업하여 같이 도시를 지키자',10
'그냥 무미건조한 영화 ..',6
'',10
'올해 본 영화중 가장 재미 있어요. 연출. 연기. 이야기. 음악 모두 완벽한 조합입니다 .꼭 보세요~',10
'배우들 연기가 좀...',2
'',8
'긴장감 넘치고 흥미로운데 뭔가아쉬운느낌이네요..배우들의 연기는 정말 최고네요',9
'너무 재밌게 잘봤습니다^^ ',10
'원작을 보지 않고 관람하게 된 영화 ! 남자주인공과 여자주인공이 너무 예쁘고 멋져서 그것만으로 영화를 보는 의미가 충분했던 것 같습니다 : )스토리는 예상대로 조금 뻔하기도 했고,8
'제 개인적으로 올해 본 한국영화 2탑 헤결,10
'전도연의 아픔의 연기를 지켜주는 수호신 송강호',8
'',8
'',10
'이성민의 열연이 돋보이는 작품',7
'나라면 그냥 에에올 본편을 보겠음. 앞뒤로 붙은 감독코멘과 비하인드 엔지컷 등은 재미있긴 한데,8
'잔혹한 내용을 중화하기 위한 적절한 연출이 돋보였다. 설리도 옛날엔 테일러 러셀처럼 사랑하는 사람과 함께 평범한 미래를 꿈꾸지 않았을까? 엔딩에서 테일러 러셀이 bones and all을 하면서 설리처럼 변하지 않을까? 사랑하고 의지하는 사람을 잃어 또다시 혼자가 되어 폭식하지 않을까?여러모로 많은 생각을 하게 되는 영화',8
'보는 내내 너무 어이없고 지루했음. PC 떡칠에 서사나 스토리 개연성도 몰입 하나도 안됐고,4
'내기준 1편보다 더 나음. 그런데 슈트들이 하나같이 안 이뻐서 디즈니의 미적감각을 이해못하게 되는 지경에 이르렀....',7
'인터뷰만 나오는줄알고 별로 아는거 없이 시즈니로써 본건데 진짜 예상치보다 훨씬훨씬좋았어요 또보고싶을정도로 좋았어요 넷플릭스나 디즈니플러스에 올려주셨으면 제가 진짜 많이 봐드릴게요 ㅠㅠㅠ 진짜 울고 웃고 너무 멋있었어요 !! 트더피랑 콘서트 보는거 같았어요 !!!',10
'경수가 서서히 앞이 보이면서 소현세자 독살당하는 광경을 목격하는 장면만으로도 영화관에서 볼 가치가 충분함',10
'',10
'시각적인 연출과 배우들의 연기 모두 훌륭',8
'그냥 딱 팝콘무비',6
'스릴있고 스토리가 탄탄해서 보는동안. 지루하지 않았음',10
'',7
'재밌게 봤어요 추천합니다',10
