score,content
4,보풀이 안난다고해서 구매해봤습니다
4,보풀이 안생겨서 좋아요.
4,낱개 포장이 되어있어 위생적입니다.
4,배송 빨랐구요. 한 2주정도 써봤는데 표면이 매끄러워서 간질거리는게 없어 좋았구요! 매끄러운게 또 단점이라면 단점이에요&hellip;좀 얇다고 해야하나요..바시락거려요!귀에거는부분이 생각보다 많이 깁니다.
4,숨쉬기편해요. 색깔도 이쁘게 나왔네요
4,무난하게 사용하기 좋은 마스크입니다. 크기도 적당합니다.
4,매일 매일 착용중입니다
4,항상 주문하네요. 번창하세여
4,보풀이 일어나지 않고 갑갑하지 않아 착용감은 좋은거 같은데 처음에 사진처럼 마스크 끝부분이랑 닿는 피부가 조금 걸리적거리고 불편하고 따가운 느낌은 있는데 쓰고 있다보면 괜찮더라구요🤔 그래도 보풀이 없어 코가 간지럽지 않아 만족합니다
4,좋네요 두껍기도하고 잡아주네요
4,두번째 구매했는데 딸램이가 좋다고 잘 쓰고있네요~^^
4,가격대비 좋습니다 가볍고 낱개포장이라 휴대하기 편합니다
4,코쪽이 살짝 불편한거 빼곤 ㄱㅊ나여
4,"매번 주문사용하는 마스크입니다.
그런데 이번에는 조금만 늘려도 끈이 잘 끊어져서 아쉽네요.."
4,"대형이라 여자얼굴엔 조금 큽니다.
줄을 꼬아서 착용하니 괜찮네요"
4,마스크가 너무 커여
4,배송빠르고 가격도 좋은데 사진 파란원부분이 일어나서 볼을 계속 긁네요 ㅠ
4,많이 사길래 구매해봤는데 만족스럽습니다
4,잘 사용할께요!!!
4,이번에 새로산 마스크예요~~  냄새는 없구요 조금커서 묶어서 사용 남자들은 편하게쓸수있을가같아요~
4,귀고리가 길어서 다른 마스크에 비해 불편감이 제로네요. 잘 선택했어요.
4,오래착용시 귀도 안아프고 보플레기도 많이 안일어나서 재구매하고있어요
4,귀아프지 않고 데일리로 쓰고 다니기 좋아요
4,부모님께 보내드렸는데 조금 크다고 하시네요.
4,걍 쓸만 해요 ..
4,보플도ㅈ없고 세번째 사용중입니다 역시 제품성능도 짱
4,2번째 구매하는 만족스런 제품 입니다
4,두께도 좋고 병원서 쓰고 일하기 좋아요 계속사용하려고합니다
4,좋아요좋아요~~~~~
4,살짝 종이같은느낌이 납니다.
4,사이즈도 커서 편하네요
4,좋습니다 잘쓰고ㅅ어요
4,아직 사용 전이지만 귀도 편안할 거 같고 소재도 좀 다른거 같네요
4,마스크 편하고 조아요
4,상품평이 좋아서 믿고 구매합니다~아직 사용전이지만 편하고 좋을거 같아요
4,잘 쓰고있어요.....
4,아주 좋네요~ 많이 파세요~^^
4,다른 kf94랑 원단이라해야되나 그 촉감같은게 좀 다릅니다 이건 부직포느낌나요
4,가볍고  착용감이 좋으며 귀가 아프지 않아요
4,항상 쓰던거라 했어요
4,잘받았습니다. 재질이 맨들맨들하네요
4,"재질이 빳빳하고, 짱짱하다.
크고 줄이 여유있어 귀가 안아프다.
다만 다른것보다 얇다. 살짝 아쉽지만,
 4장필터인데 숨쉬기 편하다.
회사에서 숨쉬기 고통스러워서 샀음."
4,부드럽진 않지만 착용감은 좋네요
4,"착용시 불편함없고, 부드러워 재구매합니다. 개인적으로 만족합니다"
4,좋아요 보플이 많이  안생겨서좋아요
4,개별포장으로 사용하기가 좋아요
4,항상쓰고있는데 딱 맞고 좋아요
4,가격도 저렴하고 얇아서 숨쉬기도 편한것같아요
4,나쁘지 않아요~~~
4,조금만더 컸어도 완벽했울거 같아요ㅋㅋㅋ
4,매번 이제품 써요~
4,마스크후기보고 구입했는데 너무 만족합니다. 사이즈도 크고 착용감도 좋아요
4,빠른배송 감사합니다. 많이파세요
4,잘 쓰고있슴. 두개샀는데 서로다른 주소지로 보내서인지 비말은 안보내주셨어요.끈이 널널해서 아프진않아요
4,생각보다 얇아서 답답하진않은듯 한데 얼큰이라그라나 대형인데 끈이 느슨한거지 크기가 크게 느껴지진않아요
4,벌써다써가요 대박 냄새도 일절안나고 넘넘 좋습니다.
4,깔끔하고 마스크가 입체감 있어서 공간이 넓어요
4,늘 사용하는 마스크예요. 배송도 빠르고 좋습니다
4,첫구매 마스크입니다. 어떤지 잘써보겠습니다
4,끈이 굵다고해서 구입했는데 보통 쓰던것과 별차이 없네요 나쁘진 않아요
4,숨쉬기도 편하고 원단이 좋은 것 같아요
4,커요. 얼굴 큰 성인남성에게 맞을 것 같아요. 새부리형이 더 크네요.
4,호흡하기 불편하지 않고 끈이 귀를 조이지 않아서 아프지 않고 착용하기 편해서 계속 재구매해서 사용하고 있어요^^
4,배송 빠르고 품질 좋아요
4,생각했던거보다 괜찮아요. 냄새도 없고 사이즈도 괜찮아요!
4,항상 가성비가 좋은 제품 입니다
4,몇번째 재구매인지 모르겠네요
4,"남편이 가볍고 좋다고 이것만 쓰길래
재구매했어요."
4,상품은 좋은데 기존에 사용하던 타사제품 보다 살짝 커서 저는 잘 맞지 않네요.
4,크기가 넉넉해서 귀가 안아파요
4,보풀이 좀 일어나긴해요 ㅎㅎ 그래도 무난하게 쓸만함
4,너무 좋네요 그래서 100장 주위분이 사달라고해서 주문합니다
4,"직전 구매햇을땐 보풀이 일어 가려웠는데
지금은 보완이 되었다니 믿고 사용해 보려해요"
4,감사합니다 잘 받았습니다^^~~
4,재구매 했습니다 배송빠르고 좋아요
4,젛아요 편하고 큰고 찾는 중이 잘 산거 같아요
4,크기가 좋아서 재구매 합니다.
4,뻣뻣하고 착용감 좋습니다 다만 코부분이 조금 불편하네요
4,"배송 빠르네요, 잘 받았어요. 감사히 잘 쓰겠습니다*^^*"
4,배송은 빨랐어요 근데 뭐라고 해야되죠.. 약간 비닐같은 그런 느낌 뭔지 아시나용..? ㅠㅠ 스탠다드여서 그런건지 모르겠지만 쪼끔 답답한 느낌이 있어요 ㅠㅠ
4,이번 마스크 박음질상태가 매끄럽지 않네요
4,좋아요.......
4,매번 망설이지 않고 구매하는 제품입니다. 몇번의 재재재~ 구매인지 모르겠습니다. 이번에도 잘 사용하겠습니다
4,계속 사용하고 있어요 안전해요^^
4,검정색보단파데가 잘 묻어나긴 해요 그래도 타사흰색제품 보다는 보풀도 없고 자극이 별로 없는것 같아요~!얼굴이 큰 편은 아니라서 살짝 여유 있어서 숨 쉬기도 편하네요~ 다쓰면  주문 또 할려구요~
4,편하고 얇아서 조아요
4,배송도 빠르고 크기도 제게도 딱입니다.너무 크지도 않고 작지도 않아서 오래하고 있어도 귀가 아프지않아 좋아요.요즘 날씨가 쌀쌀 할때 보온마스크 대용으로도 좋을만큼 도톰히기도 하네요.만족합니다.
4,편안하게 잘 쓰고 있습니다
4,착용감이 좋고 귀가 편해요
4,소재가 가볍고 땀이 안차서 편해요.
4,좋아요. 재구매 의사 있어요.
4,대형을 구입했는데  여자가  쓰기엔  많이크네요 여성분들은 중형을  써야 할거  같아요.  끈을 묶어서  쓰든지 아님 남편만 쓰고  전 중형을 다시  사야 할거  같아요. 기존에  쓰고 있던 마스크보다 이렇게  커요. ㅠㅠ
4,"귀가 편하다는 후기가 많았는데 역시 귀가 편합니다. 커서...
사은품은 생각지도 못했네요
그런데 박스에 그림과 제픔이 달라서 살짝 의구심이 드네요
저렴하게 샀고 빠른 배송 감사합니다"
4,괜찮네요. 답답하지 않고 귀도 않아파요.
4,이런 디자인 형태에 큰 사이즈는 없을까요 ㅜㅜ 잘 사용하던 회사가 없어져서 유목민 생활중인데 쉽지가 않네요.. 저에겐 사이즈가맞지않는디자인이라 너무 아쉬웠어요 옆은 좀 좁고 앞으로 큰 느낌? 후기보니 사람마다 다른 것 같지만 저에겐 아쉬웠어요
4,양 옆으로 확실히 밀착되는 느낌이 좋네요. 다 쓰고 재구매할 것 같습니다~
4,냄새도 없고 좋네요 배송도 빠르게왔어요
4,전에 프리미엄으로 200매 구해서 사용했다가 다쓰고 또 구매해요~프리미엄 쓰고싶었는데 기존보다는 가격이 올랐더라고요.. 그래서 기본으로 다시 구매했습니다
4,"확실히 귀가 아프지 않고,편하네요."
4,항상 주문하고 있어요 깔끔하고 좋아요.
4,"잘받았습니다. 박스 훼손없이 안전하게 받았어요
가격이 저렴해서 구매해봅니다
사용후 만족스러움 재구매할께요~"
4,"두번째 구매입니다
온가족이 착용하기 편해요"
4,"재질이 좀 뻗뻗한 감이 있지만
이거말고 마땅한 제품이 없어 잘 사용해보겠습니디"
4,빠른 배송 감사합니다
4,"중등 고등 아이들 마스크 구매했어요
애들도 불평없이  사용합니다 
아  중등아이는 약간크다고 해요"
4,"몇번  구매 햇는지  모르겟네요 ㅋ
가격도좋고  쓰기도편해요
추천합니다   많이 파세요"
4,"마스크를 이것저것 찾다가 리뷰를 보고 구입했어요
우선 가벼움에 깜짝 놀랐어요
너무 가벼워서 착용감도 잊을 정도예요  좋아요
크기는 성인여성에게 살짝 귀끈이 헐거워요 
쌀쌀한 11월에 착용하니 아침 출근길에 마스크한 얼굴이  사우나 같아요ㅠ
초가을까지가 제격인거 같아요"
4,두번째 주문했습니다. 마스크 좋습니다
4,사용감은 나쁘지않은데 쫌 뻣뻣한거 같아요~
4,딸아이가 다른마스크사용해서 알러지낫다하길래리뷰보고 구매햇써요 알러지 안생긴다 하더라고요
4,좋아요~ 잘 쓰고 있습니다
4,귀가 아프지 않아 좋습니다.
4,아이들이 새부리 싫다고해서 샀습니다 잘쓸께요
4,처음 써보고 쭉 사용하는 제품인데 제일 좋은건 귀가 아프지않고 편하게 사용할수 있어서 꾸준히 사용하고 있어요~ 아이들이 요건만 사용하네요
4,100장 주문했다가 좋아서 200장 추가 주문했어요~근데 먼저 주문했던 마스크에서 안나던 냄새가 살짝 나네요???
4,조아요조아요조아요조아요조아요
4,"수차례 재구매해서 사용 중입니다.
가볍고, 장시간 사용해도 귀아픔이 없어서 좋아요"
4,잘받았습니다. 감사합니다.
4,"더운 날씨때 가볍고, 얇고, 소재도 부드럽고 착용감이 좋았습니다."
4,냄새없고 보풀안날리고 어쨌든 쓰기 좋아요
4,평이 좋아서 사봤어요. 두툼해서 겨울에 쓰기 좋을거같아요.
4,약간 뻣뻣한데 그래서 고정 잘돼요. 배송도 빠릅니다.
4,가격대비 굿요~~편안합니다.
4,빠른배송 감사합니다 ^^
4,"다른분들 리뷰한대로예요
귀도안아프고 보풀도 다만 조금만더빳빳했으면
트레드밀운동시  호흡가쁠때 마스크가덜따라왔을텐데"
4,좋아요~~~~~~~
4,피부가 예민해서 요걸로 바꿔봣어요 소재가 얇고 가볍네요 약간 구김가는 종이느낌도 나는데  계속 착용해보고 피부트러블 없으면 요걸로 쭉 애용할게요
4,가격이싸고 배송이 빠르네요.
4,가격도 좋고 편해서 맘에 들어요
4,써보니 착용감이 좋아요
4,저한테는 사이즈가 맞으나 얼굴이 조금 큰 남편은 너무 작네요 ㅜ 사이즈 더 큰것도 만들어 주세요
4,쓸데 없는 플라스틱 조절끈도 없고 무난해서 좋아요
4,개별포장 되 있어 좋습니다.
4,가볍고 좋아요 잘쓸게요 코로나 다들 조심하세요
4,재구매입니다 배송 빨라요
4,리뷰보고 구매했는데 잘 맞아서 다행입니다.
4,아직 개봉안했지만  잘사용하겠습니다
4,가벼워서 좋고 냄새도 안나 좋아요
4,쓰던건데 아주 좋습니다
4,"가겍도 착하고 보풀이 많이 일어날거 같지 않아보여 좋아요
새부리형보다 이걸 좋아해서 아들 위해 샀네요
어서 마스크 벗을수 있는 날이 오면 좋겠네요"
4,항상 쓰던거라 믿고 구매해요~
4,질도좋고 딱좋아요~
4,계속 재구매해서 사용하고 있어요
4,여기 마스킁산사용하고있어요답답하지않고넘좋아요
4,지금까지 쭉 잘 쓰고있는데 이번에 마스크없이 빈종이만 있는게 2개나 있네요. 더 쓰다보면 또 있을거 같은데 다음엔 잘 보내주세요..
4,상품평이 좋아서 주문했어요
4,상품평이 좋아서 사게 됐어요..부모님이 쓰신다고  하셔서 주문했어요..나중에 한달사용후기 올릴게요
4,"재구매 했어요. 보풀 일어나지 않아 좋아요
냄새는 조금 나긴합니다"
4,"블랙만쓰고,
사이즈좋아서 재구매 합니다."
4,무난히 쓰기 좋아요
4,"넘 얇아서 그런지 빳빳해서 좀 불편했어요.
화장기는 덜 묻어나는거 같애요"
4,"병원실습용으로 샀는데 얼굴이 작아서 헐렁하네요
줄을 한 번 꼬아서도 해봤는데 커요"
4,잘 쓰고 있어요!!
4,마스크가 좀 뻣뻣해서 코 닿는부분이 넘 아프네요.
4,귀부분 여유는 있지만 귀가 아픈편이에요. 귀가 편해 재구매하곤 했는데  얼굴에 밀착이 잘 되진 않아  더 그런것 같아요.
4,새부리 베이지가 같은 가격이기에 써보려고 주문했는데 첫번째 마스크가 불량인 건 액땜으로 봐야겠죠? 사이즈가 어떤가 써보는데 줄이 끊어지네요. 라지 사용했었는데 새부리 라지는 좀더 넉넉하네요. 턱살 있는 아빠의 턱을 여유있게 감싸주는 정도에요. 청소년 아들은 한치수 작게 주문해야겠네요. 그동안 많이 애용했던 믿음이 있기에 그냥 써보렵니다. 빠른 배송은 언제나 감사합니다.
4,항상 잘 쓰고 있어요! ㅎㅎㅎ
4,재구립입니다. 숨쉬기 편해요
4,"재구매해서 잘 사용하고 있습니다! 넉넉하고 무엇보다 많이 답답하지 않아서 너무 좋아요. 가족이랑 같이 사용하는데, 모두 좋아하네요!!!"
4,"잘 쓰고 있어요
가끔 코 부분에 금속이 잘못 되어있긴 하지만 그럭저럭 써요"
4,숨쉬기 편해요~~~^^
4,"딸 아이가 좋다고 신청해주었어요
가격대비 실속있는 제품이라고 생각합니다"
4,다른 저렴이 버전 마스크들과 엄청 다르다 하진않아요. 그래도 숨쉬는게 더 편하다고 느껴지긴하고 제품상세설명에 나와있는것처럼 차단율이 좋겠지 생각하고 사용하고있습니다 : ) 광대가 좀 있는편인데 스탠다드 모양은 어울리지않아 다 사용하면 다음엔 새부리형으로 사용하려 합니다
4,쓰다보니 광대뼈쪽에 자국이 남아 별 한개 지웠어요! 검정색 마음에 듭니다^^~
4,대체로 괜찮고 좋습니다.
4,튼튼하고 쓸만해요 깨끗하고
4,계속 구매하고 있어요
4,아주 좋아요 보플도 없고 사용하기 좋아요
4,배송빠름.가격 적당. 여자얼굴엔 살짝 큰 느낌이고 너무 바스락?사각사각한 원단이라 고급스러워 보이진 않아요
4,늘 쓰던거예요 프리미엄쓰다가 이거도 써보려고 샀어요
4,배송빠르고 좋네요.
4,남편이 좋다고 해서 이것만 쓰네요
4,잘쓰겠어요 많이파시오
4,항상 쓰던 제품이라 잘 쓰고 있습니다~
4,빠르게 배송되어 잘 받았습니다.
4,마스크 잘 사용하겠습니다 처음인데 후기보고 샀어요
4,안면이 부드럽고 보풀이 안 생겨서 좋네요^^
4,가벼워서 착용하고 생활하기에 편리하다
4,"숨쉬기 편하고 귀가 아프지 않아요
개별포장 되어있어서 좋아요"
4,숨쉬기 편하고 방역도 잘되는것 같아 이제품만 사용중이예요
4,가볍고 불량 없어서 만족합니다
4,좋네요 마음에 들어요
4,늘 그렇듯 편안하고 좋아요. 10번이상 같은 제품 쓰는것 같네요. 가격은 좀 부담되요.
4,빠른배송 항상쓰고있습니다 착용좋음  수고하세요
4,"저한테는 좀 빳빳하고 끈이랑 이어지는 부분이 까칠거리네요.
사이즈가 좀 넉넉하게 나온거 같아요"
4,"아쥬 맘에 들어요오~ 매번 급하게 사느라 로켓으로만 시켰는데 이제 요기서 사랴규용
*일주일 사용 재후기: 광대쪽 마감이 덜된건지&hellip; 따가워요"
4,얼큰이 귀안아파요~
4,"보풀이 일어나지 않는다는 리뷰는 맞는것 같습니다.
다만 귀아프지 않다는건 다른 마스크와 마찾가지로 오래 사용하면 아프네요"
4,착용시 불편함이.없고 편안해요..
4,숨쉬기 편해서 좋아요
4,"이번에 내부 재질이 더 추가된건가요? 
코팅이 되어잇고 바스락거리는 소리가 나는 게 
전에 쓰던거랑 달라서요..!
혼자 얼굴에 좀 닿아서 겨울에.. 좀 ㅜㅜ 
이전 버전이 더 좋았는데요 ㅜㅜ"
4,재구매 의사 있어요
4,블랙 너무 좋음 근데 화이트보다 조금 작은거같아 아쉽
4,"저번부터 한두개씩 불량이 나와서 별하나 뺐어요
아이들이 보풀이 안나서 가렵지 않다고 하네요
출고전 검수를 꼼꼼히 하셔서 불량이 안들어가게 하셔야겠어요
벌써 두번째 불량이 나와서 다음번에 재구매할지 망설여 지네요"
4,상품평이 좋아서 구매했어요~후기처럼 좋은재품이면 좋겠어요
4,배송이 빠릅니다. 아직 써 보지는 않았지만 후기가 좋아 기대됩니다.
4,좀크긴한데 괜찮아요ㅎㅎ
4,"생가보다 까칠하네요
여러번 사용해서 구입한거라 재구매했는데.."
4,"대형이라 큰얼굴에 잘 맞네요.
귀도 덜아프고. 괜찮은것 같네요."
4,깔끔하고 답답함이 덜 합니다.
4,"늘 같은제품사용하고있습니다
번창하세요"
4,위생적이고 좋아요~!
4,배송빠르고 토기가 잘돼요.
4,무난해요 잘쓰고있어요
4,내 얼굴이 크다고 생각해서 대형을 샀는데 엄청 크네요.. 줄줄줄 흘러네려요... 다음에는 소형으로 사봅니다.
4,울 딸이 좋아하네요
4,재질이 미끌미끌하고 모서리가 날카로워서 좀 불편
4,만족합니다......
4,안에 코팅되어있는거 찾고있었는데 딱이에요! 살짝 냄새가 나는게 있지만 그래도 괜찮아요!
4,가격이 좀 비싼것이 아쉽지만 편해요
4,재구매하는 마스크...
4,꺼네 쓰기가 편해서 좋았어요
4,"크기가 넉넉하고 습기가 덜 찬다고해서
부모님께 보내드렸네요"
4,"가격대비 만족해요
자주 주문해서 사용하는 제품이에요"
4,내피가 생각보다 부드럽지는 않지만 괜찮아요. 착용감은 굿입니다
4,잘쓰고 있어요 다쓰면 또 구매할 예정입니다
4,항상 재구매로 사용합니다  가성비가 좋아요
4,가성비 괜찮아요~~~
4,저렴하고 무난한 마스크 입니다
4,"사용하기 좋습니다
좋아요"
4,가격이 사악하지만 시부모님이 이것만쓰세요
4,좋은것 같아요. .
4,깔끔하니 이뻐요!ㅎㅎ
4,깔끔하니 이뻐요! ㅎㅎ
4,아이가 귀뒤가 헐어서 반찬고를 매일 붙이고 그랬는데 이 마스크를 쓰고나서는 귀가 안아프고 숨쉬기도 좋다고 하네요~강추해요
4,크기도 좋고 귀도 덜 아파요.
4,"숨쉬기 편하고 리뷰ㅏ 좋아서 구매했는데 신랑이 편하다네요!
제가 쓰기는 너무 커서 신랑만 쓰고있는데 아주 만족한다고 햡니다"
4,두번째 구매입니다 무난 하게 쓰기 좋아요
4,가성비 좋은 제품입니다.
4,요청받아서 주문한건인데 괜찮다고 하시네요.
4,"무난하고  깔끔해서 좋습니다.
양도 많고 저렴해서 더더욱이 좋네요~"
4,KF94라 믿고 씁니다^^
4,"늘 쓰던 제품인데 
마스크 박음질이 꼼꼼하지 않네요 이번에는요.. 눈에 보일만큼 티가 너무납니다
그래도 편하니 사용합니다"
4,사이즈는 큰 편이고 편하고 좋아요
4,포장도 잘 되어 있어서
4,약간.작긴하지만.전혀.불편하지.않습니다.좋아요.
4,"만족합니다
많이파세요"
4,보풀도 안나고 좋아요 항상애용중
4,마스크와 안면이 조금 더 착 붙는 느낌이 있으면 좋겠습니다.
4,얇아서 좋아요 ㅎㅎ
4,좋아요.하지만 팩트가 넘 묻어나요
4,처음으로 구매했는데 작용 편해요
4,전에 잘 썼던 마스크라 재구매했습니다
4,"하루 종일 쓰고 있어도 답답함이 없고
입주변이 간지럽지 않고 편합니다"
4,불편함없이 좋아요 하나씩 포장 되어있어 더 좋아요
4,보푸라기 안일어나고 좋습니다. 안에 코팅처리 된 거 같아요. 약간 뻣뻣한 검이 있지만 만족합니다.
4,얇고 깔끔해요 다만 모서리쪽이 걸리적거림이 있어요..ㅜㅜ 긁히는 느낌.. 그치만 가성비는 너무 좋아요!
4,그럭저럭 사용 하고 별 불편없음
4,늘 잘사용하고 있는 제품이라서 재구매합니다
4,"항상쓰고 있는제품 입니다
재구매 했습니다"
4,빠른배송감사합니다..
4,재구매합니다 ~~~
4,부드럽고 쓰기 편해요
4,처음 착용해보고 뭔가 뻣뻣한가 싶었는데 마스크가 전에 쓰던것보다 숨이 좀 더 잘 쉬어지는 느낌입니다~ 그리고 운동할때 땀 흘리고 호흡으로 인한 습기가 많이 안차서 더 편한한것같아요~
4,가격대비 만족합니다 배송빠름 감사합니다
4,깔끔하니 좋아요 가성비 갑입니다
4,편하고좋습니다배송도 엄청빠름
4,너무 종이같아요 ... 그래도 배송 빠르고 많아서 가성비 좋은듯
4,"좀 뻣뻣이한 느낌이 있지만
사용할만해요"
4,항상잘사용중이예요  겅정색요
4,착용감 좋고 편안해요. 냄새는 몇 분간 펼쳐놓으면 없어져요
4,그냥저냥 그래요~~
4,늘 사용하는 마스크 온가족이 함께 써요~~^^
4,항상 잘 사용하고 있어여요. ^^
4,재구매했는데 한진택배가 마음에 안드네요 오배송을 했네요 cj 택배사로 바꾸시면 안되나요?  저번에도 다른 제품이지만 택배 잃어버리고 ... 신경쓰이게해서 계속 한진택배로 보내면 다른 마스크로 가야하나 고민 되네요
4,"처음 착용했을때 냄새도 적고 얼굴을 잘 감싸주네요.
마스크가 각이 잡혀있어서 숨쉴때 입술에 닿지않고 공간이있어서 좋습니다. 단점은 각이 잡힐만큼 뻣뻣한 재질이라 뺨에 닿는 부분이 접히면서 찌르네요. 많이 신경쓰여서 별4개"
4,하나하나 포장 잘되어 있어서 좋습니다.
4,여성분들한테 대형은 큰거 같아요. XL 크기 같다고 할까요? 대체적으로 좋은데 턱쪽에 트러블이 나서 별하나 뺏어요.
4,잘쓰고 있습니다. 속히 벗는 날이 오기를.....
4,배송빠르게 잘 받았습니다
4,배송빠르고 후기가 보구 샀는데 포장과 갯수는 맞네요 잘사용할께요
4,"마스크가 가볍고 숨쉬기 편해서 재구했습니다
울가족 남자들이 좋아하네요"
4,다쓰고 새로 구매해서 쟁여놨습니다.
4,"매번쓰는건데 싸이즈는 맘에들지만
보풀 생깁니다 얼마 안써도 생겨요"
4,잘쓸겠습니다 많이파세요
4,"잘 맞아요
배송 빠르고"
4,배송 빠르고 조으네요
4,너므 만족스러운 구매 인데 안쪽 마감부분이  끝에  찔리네요 ㅠㅠ 그부분을 찢던데 짜르던지 하고 씀
4,호흡도 편하고 포장도 깔끔해요
4,"한개 사용했는데 냄새 안나고, 보풀도 없고, 끈도 편했어요 배송 빨랐어요"
4,끈이 조금 길이서 코 끝이 약간 들리긴 하지만 가격대비 괜찮아요
4,마스크가 편하고 좋아요
4,매번써요 좋아요 괜찮아요
4,잘받았습니다..감사합니다~
4,싸게 구매했어요 배송도빠르고
4,안심하고 사용하기 좋아요
4,안심하고 사용하고 있습니다
4,항상 잘 쓰고있습니다
4,마감 깔끔합니다만 안쪽이 비닐? 재질이네요
4,"항상 재구매해서 잘 사용하고 있습니다.
그런데 이번엔 마스크없이 빈 포장지만 들어있는게 있네요 ㅜㅜ 수량에 포함되서..
그래서 1점 뺐습니다.
마스크는 항상 대만족입니다~"
4,약간 딱딱한 느낌은 있지안 보풀일어나지 않아 좋아요
4,사이즈가 넉넉해서 믿고 사용합니다
4,"후기가 좋아서 구매했고요.
전에 쓰던게 있어서 아직 사용전입니다.
후기믿고 구매확정 합니다."
4,사용하기에 무척 편합니다.
4,넉넉히 두고 사용하기에 괜찮아요
4,전에도 구매했었는데 쓰기 불편함 없어요😊
4,제품이 괜찮아 매번 구매하여 잘 사용하고 있어요......
4,보풀은 없는데 좀 작네요
4,얼굴이 작은 편이라고 자주 듣는 저에게는 조금 큰편입니다.
4,마스크는 좋은데 가격이 점점 올라가요
4,빠른배송 감사합니다. 잘 사용하겠습니다.
4,배송도 빠르고 편해요
4,배송도 빠르고 좋아요
4,sjdjxjxjdjdj
4,늘 구매하는 제품~믿고씁니다.
4,싸서 좋은데 부드럽지는않음
4,좋아요 양도 많고요 저희처럼 가족이 많으면 오래 쓸수 있어요
4,만족합니다. 가격이 좀...
4,감사합니다많이파세요
4,불편한건 없이 잘 쓰고 있습니다.
4,가격대비 넘 좋아요^^ 200개 주문햇는데 다쓰면 또 주문 할께여  좋은 상품 마니 파세요
4,뭐 그냥 나쁘지 않는 느낌 그냥 저냥의 착용감
4,한번 쓰니 다른 제품 못쓰겠네요 매번 재구매하고 있어요~^^
4,냄새 안나고 만족합니다
4,쓸만해요!!!!!!!!
4,"가격대비  포장이나
크기가  좋네요.
타사제품은  크기가 작아서
귀에 통증이 있는데 이 제품은
편안하네요.
마스크 두께는 얇은 편이네요"
4,대량구매로 가성비 좋아요ㅐ
4,잘받았습니다 수고하세요
4,이 디자인은 첨이라 좀 써봐야 할거 같아요. 배송 빨라요
4,좋은데 생각보다 약간 뻣뻣해요
4,꾸준히 사용해요.지난번 하나가 빈봉투더라구여.  좀더신경써주세요.
4,빳빳하게 생겨서 숨쉬기가 편해요
4,포장 꼼꼼하게 잘 배송 되었어요
4,사용하고 나서 좋으면 재구매 하야겠죠..
4,"빠른 배송도 너무 좋고 개별포장이라 더 맘에 드네요.
덴탈 마스크도 보내 주셨는데 나중에 100개를 또 사서 받을걸 그랬네요ㅠㅠ
환절기 열심히 쓰고 다닐게요."
4,ㅎㅎ재구매하러 오는김에 한달리뷰씁니다. 피부자극이 그나마 덜 한 것 같아서 지속적으로 쓰고있어요.
4,사용해보니 아주 좋아요
4,"냄새가 안나고 끈이 탄탄해요
모양도 각이 잘 잡혀있고
국내생산이라 안심이 됩니다"
4,2년째  쓰고  있어요  마음에 들어요
4,조금 큰것같네요~~~~
4,좀뻣뻣하네요. 보풀은안나서좋아요
4,항상 쓰는제품이라 좋아요
4,사이즈가 커서 좋고 숨쉬기 좋음.
4,냄새없고 괜찮아요~~
4,냄새없어서 좋아요~
4,"냄새도안나고숨쉬기좋았어요
대신코와입앞부분공간이넓었으면좋겠어요
대박나세요^^"
4,"보풀이 일어나지 않고, 끈도 두껍고 재질도 나쁘지 않아 편안합니다. 다만, 사이즈가 커서 대형은 여성들에게는 좀 클 수 있습니다."
4,매번 잘사용하고 있습니다.
4,만족합니다.....
4,생각보다 제품이 괜찮아요
4,기존에 쓰던 브랜드인데 너무 얇네요
4,좋아요!!!!!!!!
4,배송도 빠르고 너무 좋아요.
4,"불편하지도 않고 싸고 좋아요
이제 거의 다 써가는데 재구매 할려구요"
4,낱개포장이라 사무실용으로 좋아요.잘 쓰겠습니다.
4,"늘 쓰던거라 다시구매 해요
다른것보다 제 얼굴에 맞아요"
4,부모님 사드렸는데 사용하기 괜찮으시다고 하네요~
4,부착력도 좋고 디자인 괜찮아 잘 사용하고 있습니다.
4,귀에 거는 고리가 넉넉하고 재질도 부드러워서 오래 착용해도 귀가 아프지않아서 좋습니다.
4,재구매합니다 보풀이 없어서 코가 안가지러워요
4,애들이 이게 젤 좋다네요 보풀이 없어서 하루종일 쓰고 있어도 코가 가렵지 않다고 합니다
4,잘받았습니다  감사합니다
4,"항상 사용하기 편리해서 사용하지만 대형은 여성이 사용하기에 다소 큰감이 있습니다.
그거 빼고는 편리하고 좋아요"
4,가볍고 좋아요~~!!
4,전에 쓰던건대 가성비 좋아요
4,귀가 아프지 않았는데 귀가 가끔 아파요.
4,"항상 재구매해서 사용합니다 
가성비 좋은 마스크 추천합니다 
편하고 귀 안아파요"
4,재구매 제품 입니다 추천합니다  가성비 좋아요
4,국내산이라서 구매했습니다
4,감사합니다 잘받았습니다
4,숨쉬기 편하고 착용감도 좋아요
4,"숨쉬기 편해요
재구매 있습니다"
4,배송이 빠르고 감사합니다
4,빠른배송 감사합니다
4,"꾸준하게 사용하고 있어요, 추천"
4,2번째 구입니다  빠른배송감사합니나
4,세 번째 재구매입니다~ 트러블도 덜 나고 좋은 것 같아요ㅎㅎ 왕창샀더니 든든하네요
4,배송빠르네요~~~~
4,가격대비 쓸만하고 좋네요
